company_name,company_url_eemis,company_location_companies_page,company_country_companies_page,company_phone_companies_page,company_calendar,logo_link,license_no,start_date_company_page_DDMMYYYY,expiry_date_company_page_DDMMYYYY,company_address_company_page,company_country_company_page,company_phone_company_page,company_email_company_page,active_company,job_name_jobs_list,job_page_link,jobs_country_jobs_list,job_posted_date,job_deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date_MMDDYYYY,company_phone_jobs_page,company_address_country_job_page,active_job,job_start_date_MMDDYYYY,job_end_date_MMDDYYYY,job_salary_currency_job_page,usd_conversion,job_salary_amount_job_page,latitude_company_location_companies_page,longitude_company_location_companies_page,city_company_location_companies_page,country_company_location_companies_page,latitude_company_location_company_page,longitude_company_location_company_page,city_company_location_company_page,country_company_location_company_page,latitude_map,longitude_map,job_length_days,job_length_years
KHUBARA ALSATAH FOR RECRUITMENT,https://eemis.mglsd.go.ug/companies/KHUBARAALSATAHFORRECRUITMENT_19483224,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-559-699631,"24 Dec, 2023 - 24 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1802_1690920623.jpeg,SA23120012,24/12/2023,24/12/2025,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-559-699631 , ALAMMAJB@HOTMAIL.COM ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
KING'S LAND AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/KINGSLANDAGENCYLIMITED_357216,"Entebbe Municipality, Uganda",Uganda,+256-782-700764,"23 May, 2023 - 22 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_244_1615382762.jpg,E23050032,23/5/2023,22/5/2025,"KAMPALA, Wakiso, Uganda ",Uganda , +256-782-700764 , kingslandagency@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,-0.0393675,32.4580469,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,-0.0393675,32.4580469,,
KLEEJA INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/KLEEJAINTERNATIONALLIMITED_501126,"Plot 190 Old Kira Road, Ntinda",Ntinda,+256-785-102957,"23 May, 2023 - 22 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_289_1613482833.jpg,E23050028,23/5/2023,22/5/2025,"kampala, Kampala, Uganda ",Uganda , +256-785-102957 , kleeja4444@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.350605,32.6157688,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.350605,32.6157688,,
KRYSTAL RECRUITERS (U) LTD,https://eemis.mglsd.go.ug/companies/KRYSTALRECRUITERSULTD_4183350,34600 KAMPALA,,+256-773-128543,"25 Jul, 2024 - 24 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_835_1650373676.jpg,E24070018,25/7/2024,24/7/2026,"Kampala, Kampala, Uganda ",Uganda , +256-773-128543 , krystalrecruitersuganda@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
LABOUR FRONTIERS INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/LABOURFRONTIERSINTERNATIONALLIMITED_60000,"MUGWANYA ROAD, PLOT 640, RUBAGA",RUBAGA,+256-758-191640,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_1001596791112159.jpg,E24080039,23/8/2024,22/8/2026,"Kampala, Uganda ",Uganda , +256-758-191640 , labourfrontiers2017@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3001016,32.5485181,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3001016,32.5485181,,
LABOUR WORLD CONNECT LIMITED,https://eemis.mglsd.go.ug/companies/LABOURWORLDCONNECTLIMITED_26136,VALLEY ROAD PLOT 585,,+256-774-941495,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_66_1645267430.jpg,E24040017,29/4/2024,28/4/2026,"Kampala, Uganda ",Uganda , +256-774-941495 , labourworldconnect@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,40.8588024,-74.1966689,US,United States,0.3151692,32.5816313,Kampala,Uganda,40.8588024,-74.1966689,,
LABOUR WORTH INTERNATIONAL JOB AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/LABOURWORTHINTERNATIONALJOBAGENCYLIMITED_487350,KISAASI SSEBAGALA STAGE OFF KADU ROAD,,+256-772-577833,"12 Jan, 2024 - 11 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_285_1625904696.jpg,E24010008,12/1/2024,11/1/2026,"kampala, Kampala, Uganda ",Uganda , +256-772-577833 , labourworth@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3613305,32.5985839,Kawempe Division,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3613305,32.5985839,,
LAHDAH SHOROUQ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/LahdahShorouqRecruitmentOffice_18839904,ALRIYADH,,+966-112-699980,"25 Jan, 2023 - 25 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1772_1664783873.jpeg,SA1015,25/1/2023,25/1/2025,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-112-699980 , lahzatshrouk@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7135517,46.6752957,SA,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7135517,46.6752957,,
LEGACY RECRUITMENT AGENCY  LTD,https://eemis.mglsd.go.ug/companies/LEGACYRECRUITMENTAGENCYLTD_5952096,"KYADONDO BLOCK 220, PLOT 108",PLOT 108,+256-704-628120,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_996_1645611640.jpg,E24060008,19/6/2024,18/6/2026,"Kampala, Uganda ",Uganda , +256-704-628120 , legacyrecruitmentagencyltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
LEGIT RECRUITMENT CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/LEGITRECRUITMENTCONSULTANTSLTD_8340246,MUTUNDWE,,+256-700-438623,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1179_1652879478.jpeg,E24080038,23/8/2024,22/8/2026,"Kampala, Uganda ",Uganda , +256-700-438623 , legitrecruitmentconsultants@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2807483,32.5404161,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2807483,32.5404161,,
LINFORD CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/LINFORDCONSULTANTSLTD_5762400,NAJJANANKUMBI II,,+256756842109,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_980_1654169279.jpg,E24110014,18/11/2024,17/11/2026,"Kampala, Uganda ",Uganda , +256756842109 , info.linfordconsultantsltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2730072,32.5770765,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2730072,32.5770765,,
M.MED RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/MMEDRECRUITMENTAGENCYLIMITED_4827654,104975,,+256-705-906935,"04 Apr, 2023 - 03 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_897_1674504049.jpeg,E23040007,04/4/2023,03/4/2025,"Kampala, Uganda ",Uganda , +256-705-906935 , admin@mmedrecruitment.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
MACRO MANPOWER LIMITED,https://eemis.mglsd.go.ug/companies/MACROMANPOWERLIMITED_93750,"Chorley Crescent, Kampala, Uganda",Uganda,+256-741-655555,"06 Dec, 2024 - 05 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_1251585824804185.jpg,E24120003,06/12/2024,05/12/2026,"KAMPALA, Kampala, Uganda ",Uganda , +256-741-655555 , mmanpower@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3014064,32.6551942,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3014064,32.6551942,,
MADAR ALMUTAHIDAH,https://eemis.mglsd.go.ug/companies/MADARALMUTAHIDAH_28776600,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-568-881434,"25 May, 2024 - 25 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2190_1706716284.png,SA24050022,25/5/2024,25/5/2026,"Tabuk, Saudi Arabia ",Saudi Arabia , +966-568-881434 , mohamed_omrani@yahoo.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,28.3835079,36.5661908,Tabuk,Saudi Arabia,24.7169626,46.7115929,,
MADAR QARAT RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MADARQARATRECRUITMENTOFFICE_32322246,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-566-157989,"Nov 25, 2024 - Nov 24, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2321_1727791990.jpeg,SA24110029,25/11/2024,24/11/2026,"Asir, Saudi Arabia ",Saudi Arabia , +966-566-157989 , madarqarat@gmail.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,19.0969062,42.8637875,,Saudi Arabia,24.7169626,46.7115929,,
MAFAZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MafazRecruitmentOffice_21183846,King Fahad District,,+966-536-113595,"25 Jan, 2023 - 25 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1879_1666112717.jpg,SA290,25/1/2023,25/1/2025,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-536-113595 , cs.manager@mafaz.sa ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,,,,,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7135517,46.6752957,,
MAGHRIB AGENCIES LTD,https://eemis.mglsd.go.ug/companies/MAGHRIBAGENCIESLTD_6534,"BUSABALA ROAD UPET STAGE , KAMPALA -UGANDA",,+256-772-515462,"25 Oct, 2023 - 24 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_33_1692629468.jpeg,E23100011,25/10/2023,24/10/2025,"Kampala, Uganda ",Uganda , +256-772-515462 , maghribagenciesltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2988695,32.6100412,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2988695,32.6100412,,
MAHAD HUMAN RESOURCES CONSULTANCY SOLE PROPRIETORSHIP LLC,https://eemis.mglsd.go.ug/companies/MahadHumanResourcesConsultancySoleProprietorshipLLC_29944536,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+971-568-389875,"27 May, 2024 - 27 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2234_1711188367.jpg,AE24050025,27/5/2024,27/5/2026,United Arab Emirates ,United Arab Emirates , +971-568-389875 , mahadhrc@gmail.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.424076,53.847818,,United Arab Emirates,24.7169626,46.7115929,,
MAHAT AUTHORITIES LTD,https://eemis.mglsd.go.ug/companies/MAHATAUTHORITIESLTD_1172184,LUNGUJJA WAKALIGA ZONE 7,,+256-772-176752,"17 May, 2024 - 16 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_442_1702037370.jpeg,E24050010,17/5/2024,16/5/2026,"UGANDA, Kampala, Uganda ",Uganda , +256-772-176752 , mahatbusiness@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3027357,32.5417737,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3027357,32.5417737,,
MALISU APOLLO INVESTMENTS LTD,https://eemis.mglsd.go.ug/companies/MALISUAPOLLOINVESTMENTSLTD_2166,NAKAWA-MTAC,,+256-773-001186,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_19_1567761956.jpg,E24030008,14/3/2024,13/3/2026,"KAMPALA, Kampala, Uganda ",Uganda , +256-773-001186 , malisuapolloinvestmentsltd@gmail.com ,True,Sales,./jobs?id=6613,Uganda,"Posted : 03 Jan, 2025","Deadline : 26 Jan, 2025",AED 1200,https://eemis.mglsd.go.ug/jobs?id=6613,sales,MALISU APOLLO INVESTMENTS LTD,United Arab Emirates,AED 1200,Sales/Business Development,"The sales personnel will be responsible for Answering client questions about credit terms, products, prices, availability and Preparing and submitting sales contracts for orders and Visiting clients and potential clients to evaluate needs or promote products and services.","The sales personnel will be responsible for Answering client questions about credit terms, products, prices, availability and Preparing and submitting sales contracts for orders and Visiting clients and potential clients to evaluate needs or promote products and services.",14/3/2024,+256-773-001186,Uganda,False,2025-01-03,2027-01-03,AED,326.75,1200.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,730.0,2.0
MALISU APOLLO INVESTMENTS LTD,https://eemis.mglsd.go.ug/companies/MALISUAPOLLOINVESTMENTSLTD_2166,NAKAWA-MTAC,,+256-773-001186,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_19_1567761956.jpg,E24030008,14/3/2024,13/3/2026,"KAMPALA, Kampala, Uganda ",Uganda , +256-773-001186 , malisuapolloinvestmentsltd@gmail.com ,True,Sales,./jobs?id=6613,United Arab Emirates,"03 Jan, 2025 - 03 Jan, 2027","Deadline : 26 Jan, 2025",AED 1200,https://eemis.mglsd.go.ug/jobs?id=6613,sales,MALISU APOLLO INVESTMENTS LTD,United Arab Emirates,AED 1200,Sales/Business Development,"The sales personnel will be responsible for Answering client questions about credit terms, products, prices, availability and Preparing and submitting sales contracts for orders and Visiting clients and potential clients to evaluate needs or promote products and services.","The sales personnel will be responsible for Answering client questions about credit terms, products, prices, availability and Preparing and submitting sales contracts for orders and Visiting clients and potential clients to evaluate needs or promote products and services.",14/3/2024,+256-773-001186,Uganda,True,2025-01-03,2027-01-03,AED,326.75,1200.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,730.0,2.0
MANARAT HAJER RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ManaratHajerRecruitmentOffice_27042774,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-543-993339,"06 Dec, 2023 - 06 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2123_1697486920.jpeg,SA23120005,06/12/2023,06/12/2025,"Ash Sharqiyah Eastern Pr, Saudi Arabia ",Saudi Arabia , +966-543-993339 , manaratalhasa@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,24.7169626,46.7115929,,
MANPOWER HOLDING (U) LTD,https://eemis.mglsd.go.ug/companies/MANPOWERHOLDINGULTD_3312294,SIR APPOLO ROAD,,+256-702-740970,"25 Oct, 2023 - 24 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_743_1690965221.png,E23100012,25/10/2023,24/10/2025,"Kampala, Uganda ",Uganda , +256-702-740970 , ywaswa@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
MARAJ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MarajRecruitmentOffice_7566774,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-554-343935,"06 Oct, 2024 - 05 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1123_1653904072.jpeg,SA24100001,06/10/2024,05/10/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-554-343935 , maraj.com.sa@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
MARHABA RECRUITMENT AGENCY,https://eemis.mglsd.go.ug/companies/MarhabaRecruitmentAgency_773286,"Tank Road, Zone 5, Luzira",Luzira,+256-783-015925,"02 Feb, 2024 - 01 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_359_1698315722.jpg,E24020004,02/2/2024,01/2/2026,"Kampala, Uganda ",Uganda , +256-783-015925 , hellenmarhaba@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2967945,32.6461128,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2967945,32.6461128,,
MARIBA AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/MARIBAAGENCIESLIMITED_216,"MUYENGA BUKASA ROAD, MATOVU CLOSE",MATOVU CLOSE,+256-701-413019,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_6_1573484677.png,E24040021,29/4/2024,28/4/2026,"Kampala, Uganda ",Uganda , +256-701-413019 , maribaagencies@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2968976,32.6150277,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2968976,32.6150277,,
MARPHIE INTERNATIONAL RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/MARPHIEINTERNATIONALRECRUITMENTAGENCYLIMITED_62424,"PLOT 22 KIGOOWA ROAD, NTINDA",NTINDA,+256-772-647799,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_1021632214202161.jpg,E24080012,08/8/2024,07/8/2026,"Kampala, Uganda ",Uganda , +256-772-647799 , marphieintra@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3631769,32.6194767,Nakawa,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3631769,32.6194767,,
MASADER RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/masaderrecruitmentoffice_29198616,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-508-509175,"23 Jan, 2024 - 23 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2206_1705313980.jpg,SA24010017,23/1/2024,23/1/2026,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-508-509175 , ahmedfouad.112006@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
MASAR ALENJAZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MASARALENJAZRECRUITMENTOFFICE_19569816,YARMOUK DAMMAM ROAD 2213,,+966-920-023466,"07 May, 2023 - 07 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1806_1664690059.jpeg,SA1035,07/5/2023,07/5/2025,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-920-023466 , otimderick@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.8152059,46.7773411,Al Yarmuk,13251,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.8152059,46.7773411,,
MASH GLOBAL LINKAGES LIMITED,https://eemis.mglsd.go.ug/companies/MASHGLOBALLINKAGESLIMITED_26033334,NTINDA,,+256-774-399896,"02 Feb, 2024 - 01 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2083_1700483517.jpg,E24020003,02/2/2024,01/2/2026,"Kampala, Uganda ",Uganda , +256-774-399896 , mashgloballinkagesltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.350605,32.6157688,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.350605,32.6157688,,
MASO RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/MASORECRUITMENTAGENCYLTD_15245016,256 772835582,,+256-751-835582,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1594_1722602364.jpg,E24090018,13/9/2024,12/9/2026,"Kampala, Uganda ",Uganda , +256-751-835582 , masorecruitment2@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
MAWARID MANPOWER COMPANY,https://eemis.mglsd.go.ug/companies/mawaridmanpowercompany_17544600,al riyad,,+966-552-525460,"30 Jul, 2023 - 30 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1710_1669630738.jpg,SA003,30/7/2023,30/7/2025,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-552-525460 , f.alanzi@mawarid.com.sa ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7135517,46.6752957,SA,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7135517,46.6752957,,
MAXIMUS EXPEDITIONS LTD,https://eemis.mglsd.go.ug/companies/MAXIMUSEXPEDITIONSLTD_701784,Ntinda - Kisaasi Road,,+256-709-013099,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_342_1711519982.jpeg,E24050031,31/5/2024,30/5/2026,"6624 KAMPALA, Kampala, Uganda ",Uganda , +256-709-013099 , maximusexpeditions@gmail.com ,True,HOUSEMAID,./jobs?id=6600,Uganda,"Posted : 31 Dec, 2024","Deadline : 10 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6600,housemaid,MAXIMUS EXPEDITIONS LTD,Saudi Arabia,SAR 900,Domestic Worker,Doing household chores for the sponsor,Doing household chores for the sponsor,31/5/2024,+256-709-013099,Uganda,False,2024-12-31,2026-12-31,SAR,240.0,900.0,0.3641154,32.6058259,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3641154,32.6058259,730.0,2.0
MAYAR ALMAJED RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MayarAlmajedRecruitmentOffice_3483864,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-544-325222,"23 Oct, 2024 - 23 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_762_1636386067.png,SA24100013,23/10/2024,23/10/2026,"Najran, Saudi Arabia ",Saudi Arabia , +966-544-325222 , Mayaralmajed@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,17.5656036,44.2289441,Najran,Saudi Arabia,24.7169626,46.7115929,,
MEHAN HUMAN RESOURCES COMPANY,https://eemis.mglsd.go.ug/companies/MEHANHUMANRESOURCESCOMPANY_33106806,"Al khobar Dammam, Saudi Arabia",Saudi Arabia,+996-539-115211,"Dec 11, 2024 - Dec 11, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2349_1732456623.png,SA24120010,11/12/2024,11/12/2026,"Eastern Province, Saudi Arabia ",Saudi Arabia , +996-539-115211 , rec@mehan.sa ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,26.2171906,50.1971381,SA,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,26.2171906,50.1971381,,
MELLITHUR INTERNATIONAL AGENCY LTD,https://eemis.mglsd.go.ug/companies/MELLITHURINTERNATIONALAGENCYLTD_26058336,MUTUNGO P.O.BOX 134605,,+256-779-831403,"28 Oct, 2024 - 27 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2084_1724774506.png,E24100016,28/10/2024,27/10/2026,"Kampala, Uganda ",Uganda , +256-779-831403 , info@mellithuragency.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
MEREK INVESTMENTS -SMC LTD,https://eemis.mglsd.go.ug/companies/MEREKINVESTMENTS-SMCLTD_13142400,106351,,+256-782-622608,"04 Apr, 2023 - 03 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1480_1673431974.jpg,E23040006,04/4/2023,03/4/2025,"Kampala, Uganda ",Uganda , +256-782-622608 , merekinvestmentssmsltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
MHOR ALKHADMAT RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MHORALKHADMATRECRUITMENTOFFICE_27221400,"https://www.google.com/maps/place/PPVX%2BH29,+Al+Quds,+Riyadh+13214/@24.7439125,46.7476094,17z/data=!3m1!4b1!4m5!3m4!1s0x3e2f01f3325673d7:0x701f7f2af551e40e!8m2!3d24.7439125!4d46.7476094?entry=ttu&g_ep=EgoyMDI0MDkwMi4xIKXMDSoASAFQAw%3D%3D",,+966-559-945585,"05 Sep, 2024 - 04 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2130_1724151423.jpg,SA24090011,05/9/2024,04/9/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-559-945585 , MHWR1991@GMAIL.COM ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7572297,46.7527165,Riyadh Principality,13214,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7572297,46.7527165,,
MIGADDE INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/MIGADDEINTERNATIONALLTD_372006,73654,,+256-706-212748,"11 Jun, 2023 - 10 Jun, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_249_1610103743.png,E23060004,11/6/2023,10/6/2025,"Kampala, Uganda ",Uganda , +256-706-212748 , migaddeinternationalltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,35.8502887,-99.41171969999999,OK,United States,0.3151692,32.5816313,Kampala,Uganda,35.8502887,-99.41171969999999,,
MIGRATION SOLUTION LIMITED,https://eemis.mglsd.go.ug/companies/MIGRATIONSOLUTIONLIMITED_424536,NEXT TO NAMIREMBE COURTS APARTMENT,,+256-779-832864,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_2661554796529514.jpg,E24030006,14/3/2024,13/3/2026,"Kampala, Uganda ",Uganda , +256-779-832864 , migration.s.ltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3169106,32.5613133,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3169106,32.5613133,,
